Date,Close
2020-06-22,17.09
2020-06-23,18.03
2020-06-24,15.8
2020-06-25,16.08
2020-06-26,15.28
2020-06-29,16.56
2020-06-30,16.43
2020-07-01,16.42
2020-07-02,15.97
2020-07-06,16.13
2020-07-07,15.27
2020-07-08,15.99
2020-07-09,15.2
2020-07-10,16.4
2020-07-13,15.6
2020-07-14,15.33
2020-07-15,18.5
2020-07-16,15.61
2020-07-17,15.27
2020-07-20,14.89
2020-07-21,14.98
2020-07-22,14.66
2020-07-23,14.41
2020-07-24,14.38
2020-07-27,13.38
2020-07-28,14.22
2020-07-29,14.34
2020-07-30,14.17
2020-07-31,13.64
2020-08-03,13.06
2020-08-04,13.56
2020-08-05,13.72
2020-08-06,14.24
2020-08-07,13.99
2020-08-10,15.13
2020-08-11,15.64
2020-08-12,15.23
2020-08-13,15.34
2020-08-14,15.75
2020-08-17,15.39
2020-08-18,15.2
2020-08-19,15.68
2020-08-20,15.58
2020-08-21,15.56
2020-08-24,16.74
2020-08-25,16.75
2020-08-26,15.72
2020-08-27,16.65
2020-08-28,17.69
2020-08-31,17.11
2020-09-01,16.94
2020-09-02,16.99
2020-09-03,17.63
2020-09-04,18.42
2020-09-08,18.53
2020-09-09,17.93
2020-09-10,17.93
2020-09-11,17.51
2020-09-14,17.79
2020-09-15,16.97
2020-09-16,17.5
2020-09-17,17.26
2020-09-18,16.25
2020-09-21,14.99
2020-09-22,15.33
2020-09-23,15.17
2020-09-24,14.63
2020-09-25,16.63
2020-09-28,16.68
2020-09-29,16.56
2020-09-30,17.11
2020-10-01,17.34
2020-10-02,17.27
2020-10-05,16.99
2020-10-06,17.23
2020-10-07,18.01
2020-10-08,18.2
2020-10-09,18.73
