Date,Close
2019-03-20,48.29
2019-03-21,50.04
2019-03-22,50.74
2019-03-25,51.09
2019-03-26,51.8
2019-03-27,51.3
2019-03-28,51.49
2019-03-29,51.75
2019-04-01,50.99
2019-04-02,50.98
2019-04-03,50.29
2019-04-04,50.26
2019-04-05,50.88
2019-04-08,51.31
2019-04-09,51.03
2019-04-10,51.55
2019-04-11,51.56
2019-04-12,51.58
2019-04-15,51.72
2019-04-16,51.47
2019-04-17,51.75
2019-04-18,51.72
2019-04-22,51.75
2019-04-23,51.01
2019-04-24,50.68
2019-04-25,50.22
2019-04-26,51.09
2019-04-29,50.94
2019-04-30,51.47
